Direction,Entry_Time,Exit_Time,Entry_Price,Exit_Price,Size,PnL,Commission,Net_PnL,Exit_Reason,Duration
SHORT,2025-09-05 14:45:00,2025-09-05 16:30:00,4288.66,4285.0,5.6500867824421395,20.679317623737408,24.220961521576438,-3.5416438978390303,RSI_Extreme,7
SHORT,2025-09-09 14:45:00,2025-09-09 15:15:00,4289.94,4305.291499999999,9.499301896339698,-145.8285330616566,40.824349443714354,-186.65288250537094,Stop_Loss,2
LONG,2025-09-12 14:30:00,2025-09-12 14:45:00,4557.2,4535.904142857143,5.004335155131673,-106.57160655866188,22.75247036568673,-129.32407692434862,Stop_Loss,1
LONG,2025-09-12 17:30:00,2025-09-12 18:45:00,4587.99,4613.04,3.6532337312010332,91.51350496658655,16.80675657889632,74.70674838769023,RSI_Extreme,5
SHORT,2025-09-15 08:00:00,2025-09-15 08:15:00,4594.94,4570.634642857142,6.215698868892183,151.07478090087832,28.485225970177005,122.58955493070133,TP1,1
SHORT,2025-09-15 08:00:00,2025-09-15 08:30:00,4594.94,4540.832142857143,6.215698868892183,336.3181464410362,28.392604287406925,307.9255421536293,Trailing_Stop,2
SHORT,2025-09-15 15:30:00,2025-09-15 16:00:00,4489.09,4505.671,9.02318501794231,-149.61343078250263,40.5806963475859,-190.19412713008853,Stop_Loss,2
SHORT,2025-09-17 05:00:00,2025-09-17 05:15:00,4474.7,4485.0765,5.620760304144811,-58.323819295960355,25.180378042604765,-83.50419733856512,Stop_Loss,1
SHORT,2025-09-17 14:30:00,2025-09-17 14:45:00,4472.55,4483.070000000001,13.701469989840643,-144.13946429312955,61.35257933520833,-205.49204362833788,Stop_Loss,1
SHORT,2025-09-22 00:30:00,2025-09-22 00:45:00,4425.29,4404.65,4.361387772650185,90.01904362750125,19.25539617461739,70.76364745288386,TP1,1
SHORT,2025-09-22 00:30:00,2025-09-22 00:45:00,4425.29,4359.01,4.361387772650185,289.0727815712532,19.15586930564551,269.91691226560766,RSI_Extreme,1
SHORT,2025-09-22 19:45:00,2025-09-22 20:15:00,4141.08,4152.4395,10.341528033094866,-117.4745876919461,42.88383220113445,-160.35841989308057,Stop_Loss,2
SHORT,2025-09-23 03:15:00,2025-09-23 03:30:00,4135.96,4148.671,4.520055580743239,-57.4544264868284,18.723496292974225,-76.17792277980263,Stop_Loss,1
SHORT,2025-09-23 17:45:00,2025-09-23 18:30:00,4142.75,4159.21,8.633809706043417,-142.11250776147494,35.8387714135921,-177.95127917506704,Stop_Loss,3
SHORT,2025-09-30 14:30:00,2025-09-30 15:00:00,4124.21,4136.232,11.524994358507268,-138.55348217797362,47.60077372438825,-186.15425590236185,Stop_Loss,2
SHORT,2025-09-30 15:15:00,2025-09-30 19:45:00,4115.99,4130.058,9.584190862946002,-134.83039705992638,39.51584894850707,-174.34624600843347,Stop_Loss,18
SHORT,2025-10-07 14:30:00,2025-10-07 15:15:00,4628.01,4582.9007142857145,3.1196492361349883,140.7251487211665,14.367405286964505,126.357743434202,TP1,3
SHORT,2025-10-07 14:30:00,2025-10-07 15:30:00,4628.01,4537.283714285714,3.1196492361349883,283.03418792593686,14.29625076736212,268.73793715857477,Trailing_Stop,4
SHORT,2025-10-10 15:00:00,2025-10-10 15:15:00,4277.71,4245.488928571429,4.630245926632253,149.19148473386832,19.73225356044712,129.4592311734212,TP1,1
SHORT,2025-10-10 15:00:00,2025-10-10 15:30:00,4277.71,4254.388428571428,4.630245926632253,107.98461110980674,19.75285699725915,88.23175411254758,Trailing_Stop,2
LONG,2025-10-13 07:15:00,2025-10-13 09:15:00,4182.31,4155.7705000000005,3.2464636965428904,-86.15952327439959,13.534637821051097,-99.69416109545068,Stop_Loss,8
SHORT,2025-10-15 15:00:00,2025-10-15 15:30:00,4007.86,4031.117,6.088718331488293,-141.6053222354236,24.47353331315638,-166.07885554858,Stop_Loss,2
SHORT,2025-10-16 15:45:00,2025-10-16 16:00:00,3951.36,3900.095357142857,2.890123625816723,148.16115549048524,11.345838312361924,136.8153171781233,TP1,1
SHORT,2025-10-16 15:45:00,2025-10-16 16:15:00,3951.36,3910.505857142857,2.890123625816723,118.07352348392038,11.360882128365207,106.71264135555518,Trailing_Stop,2
SHORT,2025-10-29 15:45:00,2025-10-29 16:15:00,3956.96,3927.8439285714285,5.267867683353253,153.3796117447771,20.768051902449102,132.611559842328,TP1,2
SHORT,2025-10-29 15:45:00,2025-10-29 16:30:00,3956.96,3935.2064285714287,5.267867683353253,114.59493592608781,20.787444240358447,93.80749168572936,Trailing_Stop,3
SHORT,2025-10-29 18:45:00,2025-10-29 19:00:00,3861.09,3885.7285,4.795184295332478,-118.14614826054937,18.573711204995554,-136.7198594655449,Stop_Loss,1
SHORT,2025-10-30 04:15:00,2025-10-30 04:30:00,3885.68,3896.1575,5.533697471205014,-57.97931525455033,21.531167247539173,-79.5104825020895,Stop_Loss,1
SHORT,2025-11-03 02:30:00,2025-11-03 02:45:00,3811.92,3781.4485714285715,3.0244320355767105,92.15876474121593,11.482813582684965,80.67595115853096,TP1,1
SHORT,2025-11-03 02:30:00,2025-11-03 03:00:00,3811.92,3792.1885714285713,3.0244320355767105,59.67636467912272,11.499054782716012,48.17730989640671,Trailing_Stop,2
SHORT,2025-11-03 11:00:00,2025-11-03 11:15:00,3674.56,3689.3655,9.856819675622802,-145.9351437074328,36.29244287911024,-182.22758658654303,Stop_Loss,1
SHORT,2025-11-03 15:30:00,2025-11-03 15:45:00,3634.6,3598.0717857142854,4.173601383735739,152.45420568825367,15.09314448648179,137.36106120177186,TP1,1
SHORT,2025-11-03 15:30:00,2025-11-03 16:00:00,3634.6,3593.011285714286,4.173601383735739,173.57471549064667,15.082584231580594,158.49213125906607,Trailing_Stop,2
SHORT,2025-11-04 17:00:00,2025-11-04 17:30:00,3428.29,3375.76,3.0229186551545633,158.79391695526843,10.284044837802204,148.50987211746622,TP1,2
SHORT,2025-11-04 17:00:00,2025-11-04 17:45:00,3428.29,3382.462,3.0229186551545633,138.53431612842326,10.294174638215626,128.24014149020763,Trailing_Stop,3
SHORT,2025-11-06 12:45:00,2025-11-06 13:15:00,3347.8,3359.771,5.1371700308101955,-61.49706243882887,17.22896636036579,-78.72602879919467,Stop_Loss,2
SHORT,2025-11-06 14:45:00,2025-11-06 15:00:00,3335.82,3351.8100000000004,9.516456255227393,-152.16813552108826,31.82126917307319,-183.98940469416146,Stop_Loss,1
SHORT,2025-11-10 14:45:00,2025-11-10 15:00:00,3580.37,3556.7310714285713,6.730197499306729,159.09465795771882,24.017049891613972,135.07760806610486,TP1,1
SHORT,2025-11-10 14:45:00,2025-11-10 15:15:00,3580.37,3537.505571428572,6.730197499306729,288.48606998063735,23.952354185602516,264.5337157950348,Trailing_Stop,2
SHORT,2025-11-11 13:00:00,2025-11-11 13:15:00,3539.7,3550.7059999999997,14.217751581358335,-156.4805739044278,50.40481555948631,-206.88538946391412,Stop_Loss,1
SHORT,2025-11-11 14:00:00,2025-11-11 14:30:00,3530.99,3543.3039999999996,12.371517469153108,-152.34286611514952,43.75987590146251,-196.102742016612,Stop_Loss,2
SHORT,2025-11-17 19:45:00,2025-11-17 20:15:00,2987.93,2964.55,5.266067148014332,123.12064992057326,15.673079688606176,107.44757023196708,RSI_Extreme,2
SHORT,2025-11-18 03:00:00,2025-11-18 03:45:00,2984.4,3004.824,2.948879018399076,-60.22790507178266,8.830748495046095,-69.05865356682875,Stop_Loss,3
SHORT,2025-11-19 03:45:00,2025-11-19 05:00:00,3078.0,3050.22,2.301582684481961,63.937966974909344,7.0523025193480215,56.885664455561326,TP1,5
SHORT,2025-11-19 03:45:00,2025-11-19 05:00:00,3078.0,3047.46,2.301582684481961,70.29033518407901,7.049126335243437,63.241208848835576,RSI_Extreme,5
SHORT,2025-11-19 14:15:00,2025-11-19 14:30:00,3060.73,3035.436785714286,6.421448175295809,162.4190647223636,19.57310954121196,142.84595518115165,TP1,1
SHORT,2025-11-19 14:15:00,2025-11-19 14:45:00,3060.73,3031.877285714286,6.421448175295809,185.27620950233094,19.561680968821975,165.71452853350897,Trailing_Stop,2
SHORT,2025-11-19 15:30:00,2025-11-19 16:00:00,3033.32,2991.794642857143,4.070550784335805,169.0310750876812,12.262767567597646,156.76830752008354,TP1,2
SHORT,2025-11-19 15:30:00,2025-11-19 16:15:00,3033.32,2982.610142857143,4.070550784335805,206.41704876641458,12.244074580758278,194.1729741856563,Trailing_Stop,3
SHORT,2025-11-20 14:15:00,2025-11-20 14:30:00,2968.59,2982.5975000000003,11.763781001792903,-164.78116238261603,35.00423322530371,-199.78539560791972,Stop_Loss,1
SHORT,2025-11-20 14:45:00,2025-11-20 16:00:00,2991.93,2953.553571428571,4.488956794641149,172.27012978977575,13.344509437695805,158.92562035207993,TP1,5
SHORT,2025-11-20 14:45:00,2025-11-20 16:15:00,2991.93,2915.1771428571424,2.6933740767846897,206.7241557477309,7.955024623680551,198.76913112405035,TP2,6
SHORT,2025-11-20 14:45:00,2025-11-20 16:30:00,2991.93,2900.9305714285715,1.7955827178564596,163.39700127767003,5.290559300397442,158.1064419772726,Trailing_Stop,7
SHORT,2025-11-21 02:45:00,2025-11-21 03:00:00,2810.8,2828.0535,5.950148491825807,-102.6608870037154,16.776007824325838,-119.43689482804123,Stop_Loss,1
SHORT,2025-11-24 00:15:00,2025-11-24 00:45:00,2778.39,2789.748,8.912453272211424,-101.2276442657789,24.812884869112388,-126.0405291348913,Stop_Loss,2
SHORT,2025-11-25 08:00:00,2025-11-25 09:00:00,2901.56,2884.7032142857142,10.563270187520828,178.0627819931412,30.560930854306363,147.5018511388348,TP1,4
SHORT,2025-11-25 08:00:00,2025-11-25 09:15:00,2901.56,2874.7527142857143,10.563270187520828,283.1726019940663,30.508375944305904,252.66422604976043,Trailing_Stop,5
SHORT,2025-11-25 14:45:00,2025-11-25 15:15:00,2878.9,2891.286,14.063882722754677,-174.19525140403897,40.57560959624046,-214.77086100027944,Stop_Loss,2
SHORT,2025-11-26 12:15:00,2025-11-26 12:30:00,2891.65,2898.8905,9.386082960239547,-67.95993367361335,27.175246758813493,-95.13518043242684,Stop_Loss,1
SHORT,2025-12-01 12:15:00,2025-12-01 12:30:00,2818.88,2825.703,9.84887179102378,-67.19885223015393,27.79638714039619,-94.99523937055012,Stop_Loss,1
SHORT,2025-12-04 15:00:00,2025-12-04 15:15:00,3143.01,3155.1690000000003,13.660434722261074,-166.09722578797385,43.017931549307775,-209.11515733728163,Stop_Loss,1
SHORT,2025-12-05 09:30:00,2025-12-05 10:15:00,3122.2,3131.238,17.914906244880285,-161.9149226412282,56.01487773908584,-217.92980038031405,Stop_Loss,3
SHORT,2025-12-08 15:15:00,2025-12-08 16:45:00,3108.16,3124.18,9.834976693734214,-157.55632663362192,30.647459323713747,-188.20378595733567,Stop_Loss,6
LONG,2025-12-10 17:30:00,2025-12-10 18:45:00,3367.3,3417.957142857143,1.7515061766258744,88.72629860450499,5.94220989785456,82.78408870665044,TP1,5
LONG,2025-12-10 17:30:00,2025-12-10 19:00:00,3367.3,3408.367142857143,2.6272592649388113,107.89403155599388,8.900717138606458,98.99331441738742,Trailing_Stop,6
SHORT,2025-12-12 14:30:00,2025-12-12 14:45:00,3223.22,3229.7855,23.978036551207403,-157.42779897695596,77.3652008720712,-234.79299984902715,Stop_Loss,1
SHORT,2025-12-15 14:45:00,2025-12-15 15:00:00,3120.92,3101.435,8.398325029142086,163.6413631928346,26.128679868353704,137.5126833244809,TP1,1
SHORT,2025-12-15 14:45:00,2025-12-15 15:00:00,3120.92,3046.75,8.398325029142086,622.9037674114692,25.899048666244386,597.0047187452247,RSI_Extreme,1
SHORT,2025-12-16 04:45:00,2025-12-16 05:00:00,2910.0,2886.1017857142856,3.0024171624544698,71.75240872344351,8.701157738380786,63.05125098506272,TP1,1
SHORT,2025-12-16 04:45:00,2025-12-16 05:15:00,2910.0,2879.5592857142856,3.0024171624544698,91.39572300880194,8.691336081238106,82.70438692756383,Trailing_Stop,2
SHORT,2025-12-17 05:30:00,2025-12-17 06:00:00,2922.41,2930.426,8.499870248484056,-68.13495991184884,24.874173292828218,-93.00913320467706,Stop_Loss,2
SHORT,2025-12-17 16:30:00,2025-12-17 17:30:00,2847.04,2873.072,6.471927516730469,-168.47721711552856,18.51007512579008,-186.98729224131864,Stop_Loss,4
SHORT,2025-12-22 19:15:00,2025-12-22 19:30:00,2998.9,2988.83,12.905403154774962,129.957409768586,38.63703481597034,91.32037495261565,RSI_Extreme,1
SHORT,2025-12-23 13:45:00,2025-12-23 14:30:00,2947.1,2933.535714285714,13.156704484182972,178.46129868188154,38.6848931359947,139.77640554588686,TP1,3
SHORT,2025-12-23 13:45:00,2025-12-23 14:45:00,2947.1,2937.5257142857145,13.156704484182972,125.96604778998838,38.711140761440646,87.25490702854773,Trailing_Stop,4
SHORT,2025-12-24 02:45:00,2025-12-24 03:00:00,2927.09,2934.6105000000002,13.651047538427601,-102.66270301274592,40.00917609076242,-142.67187910350833,Stop_Loss,1
SHORT,2025-12-24 14:45:00,2025-12-24 15:00:00,2908.74,2915.2709999999997,25.761915087915227,-168.25106743917303,75.01883842654212,-243.26990586571515,Stop_Loss,1
SHORT,2025-12-30 19:15:00,2025-12-30 19:30:00,2954.28,2963.1545,14.728552082651246,-130.708535457487,43.577621114463675,-174.28615657195067,Stop_Loss,1
