<Date>, <Time>, <Open>, <High>, <Low>, <Close>, <Volume>
6/26/2025,23:00:00,2411.44000000,2417.94000000,2411.00000000,2412.45000000,16287848
6/26/2025,23:15:00,2412.45000000,2414.31000000,2404.38000000,2405.29000000,29243229
6/26/2025,23:30:00,2405.29000000,2416.40000000,2405.29000000,2414.01000000,17850271
6/26/2025,23:45:00,2414.01000000,2416.26000000,2410.87000000,2413.71000000,15605664
6/27/2025,00:00:00,2413.71000000,2415.54000000,2411.27000000,2414.54000000,15112081
6/27/2025,00:15:00,2414.59000000,2420.42000000,2413.27000000,2414.91000000,28296697
6/27/2025,00:30:00,2414.92000000,2419.28000000,2414.83000000,2418.04000000,18836444
6/27/2025,00:45:00,2418.03000000,2418.83000000,2405.07000000,2406.65000000,43977064
6/27/2025,01:00:00,2406.65000000,2409.85000000,2398.21000000,2399.24000000,58136648
6/27/2025,01:15:00,2399.24000000,2421.72000000,2377.00000000,2417.74000000,234028424
6/27/2025,01:30:00,2417.73000000,2427.00000000,2411.94000000,2421.58000000,87492538
6/27/2025,01:45:00,2421.59000000,2428.86000000,2420.21000000,2426.34000000,34043965
6/27/2025,02:00:00,2426.35000000,2431.39000000,2423.80000000,2425.29000000,33834313
6/27/2025,02:15:00,2425.29000000,2430.25000000,2422.13000000,2428.94000000,25061531
6/27/2025,02:30:00,2428.95000000,2432.95000000,2428.80000000,2430.30000000,24335620
6/27/2025,02:45:00,2430.30000000,2436.00000000,2429.32000000,2433.80000000,29433353
6/27/2025,03:00:00,2433.81000000,2439.52000000,2432.70000000,2436.84000000,34877400
6/27/2025,03:15:00,2436.85000000,2441.55000000,2431.36000000,2431.89000000,44773504
6/27/2025,03:30:00,2431.81000000,2443.88000000,2431.81000000,2440.25000000,35425381
6/27/2025,03:45:00,2440.26000000,2443.82000000,2439.28000000,2442.80000000,19746479
6/27/2025,04:00:00,2442.81000000,2447.89000000,2442.14000000,2445.83000000,33373428
6/27/2025,04:15:00,2445.84000000,2446.64000000,2442.86000000,2444.23000000,25498568
6/27/2025,04:30:00,2444.23000000,2449.98000000,2438.18000000,2447.91000000,40476379
6/27/2025,04:45:00,2447.91000000,2452.32000000,2447.30000000,2448.58000000,40665318
6/27/2025,05:00:00,2448.58000000,2451.89000000,2447.83000000,2448.57000000,19866758
6/27/2025,05:15:00,2448.56000000,2451.72000000,2444.78000000,2447.99000000,29230448
6/27/2025,05:30:00,2447.99000000,2448.32000000,2433.51000000,2435.30000000,82295192
6/27/2025,05:45:00,2435.31000000,2438.54000000,2433.33000000,2437.49000000,45179578
6/27/2025,06:00:00,2437.50000000,2439.69000000,2435.85000000,2438.17000000,19055015
6/27/2025,06:15:00,2438.17000000,2443.25000000,2435.40000000,2441.87000000,25886014
6/27/2025,06:30:00,2441.88000000,2446.56000000,2438.37000000,2439.97000000,39824095
6/27/2025,06:45:00,2439.97000000,2445.68000000,2438.17000000,2444.70000000,18896104
6/27/2025,07:00:00,2444.71000000,2449.46000000,2442.80000000,2447.14000000,30189042
6/27/2025,07:15:00,2447.15000000,2451.75000000,2444.00000000,2451.13000000,39139342
6/27/2025,07:30:00,2451.12000000,2458.88000000,2442.61000000,2444.58000000,75902773
6/27/2025,07:45:00,2444.58000000,2444.80000000,2436.96000000,2438.03000000,52040692
6/27/2025,08:00:00,2438.03000000,2441.71000000,2436.33000000,2441.19000000,38865010
6/27/2025,08:15:00,2441.20000000,2444.00000000,2433.99000000,2438.51000000,48923988
6/27/2025,08:30:00,2438.51000000,2441.16000000,2436.11000000,2436.72000000,24288044
6/27/2025,08:45:00,2436.72000000,2449.03000000,2435.84000000,2448.40000000,49318131
6/27/2025,09:00:00,2448.39000000,2463.38000000,2443.75000000,2447.09000000,115050780
6/27/2025,09:15:00,2447.08000000,2449.54000000,2441.10000000,2445.03000000,34099457
6/27/2025,09:30:00,2445.02000000,2453.40000000,2445.00000000,2447.15000000,32579434
6/27/2025,09:45:00,2447.16000000,2455.93000000,2447.16000000,2454.62000000,36262338
6/27/2025,10:00:00,2454.62000000,2462.73000000,2452.51000000,2459.55000000,70508957
6/27/2025,10:15:00,2459.56000000,2460.75000000,2449.00000000,2450.63000000,50307246
6/27/2025,10:30:00,2450.64000000,2453.18000000,2446.04000000,2450.39000000,26375999
6/27/2025,10:45:00,2450.38000000,2452.81000000,2446.14000000,2447.97000000,17670980
6/27/2025,11:00:00,2447.98000000,2450.26000000,2444.39000000,2444.93000000,20395839
6/27/2025,11:15:00,2444.93000000,2449.14000000,2444.77000000,2448.08000000,15963302
6/27/2025,11:30:00,2448.09000000,2453.91000000,2442.15000000,2442.69000000,37032557
6/27/2025,11:45:00,2442.70000000,2445.84000000,2441.23000000,2444.20000000,23458850
6/27/2025,12:00:00,2444.19000000,2446.37000000,2442.10000000,2446.26000000,10626728
6/27/2025,12:15:00,2446.27000000,2449.47000000,2442.96000000,2448.57000000,21671036
6/27/2025,12:30:00,2448.57000000,2456.33000000,2446.51000000,2451.64000000,40738122
6/27/2025,12:45:00,2451.64000000,2452.03000000,2435.00000000,2437.22000000,87764535
6/27/2025,13:00:00,2437.22000000,2439.93000000,2425.67000000,2428.80000000,95633489
6/27/2025,13:15:00,2428.80000000,2434.37000000,2423.76000000,2434.10000000,83513586
6/27/2025,13:30:00,2434.09000000,2435.68000000,2420.69000000,2424.61000000,70704049
6/27/2025,13:45:00,2424.60000000,2434.85000000,2421.66000000,2427.17000000,74451763
6/27/2025,14:00:00,2427.17000000,2429.69000000,2415.55000000,2426.87000000,98565575
6/27/2025,14:15:00,2426.88000000,2437.49000000,2422.47000000,2422.52000000,81360224
6/27/2025,14:30:00,2422.53000000,2427.21000000,2415.34000000,2419.35000000,68219068
6/27/2025,14:45:00,2419.36000000,2425.61000000,2412.50000000,2422.51000000,69267292
6/27/2025,15:00:00,2422.51000000,2427.19000000,2419.82000000,2422.10000000,49811468
6/27/2025,15:15:00,2422.09000000,2425.74000000,2418.26000000,2422.35000000,25641430
6/27/2025,15:30:00,2422.34000000,2430.42000000,2420.00000000,2429.68000000,30932629
6/27/2025,15:45:00,2429.67000000,2440.00000000,2427.74000000,2437.63000000,67572933
6/27/2025,16:00:00,2437.63000000,2442.04000000,2433.00000000,2437.61000000,51526322
6/27/2025,16:15:00,2437.61000000,2439.75000000,2432.07000000,2432.32000000,32211300
6/27/2025,16:30:00,2432.32000000,2436.39000000,2430.50000000,2434.51000000,24262326
6/27/2025,16:45:00,2434.51000000,2448.69000000,2434.16000000,2435.87000000,75960964
6/27/2025,17:00:00,2435.88000000,2436.60000000,2431.00000000,2432.29000000,35242025
6/27/2025,17:15:00,2432.29000000,2432.62000000,2418.00000000,2419.62000000,73439625
6/27/2025,17:30:00,2419.62000000,2426.25000000,2414.00000000,2415.49000000,57039783
6/27/2025,17:45:00,2415.49000000,2417.80000000,2402.82000000,2403.91000000,94253784
6/27/2025,18:00:00,2403.90000000,2406.70000000,2394.19000000,2403.49000000,154482869
6/27/2025,18:15:00,2403.49000000,2407.42000000,2400.34000000,2401.14000000,55313100
6/27/2025,18:30:00,2401.14000000,2405.25000000,2394.00000000,2396.27000000,50053333
6/27/2025,18:45:00,2396.27000000,2399.91000000,2388.06000000,2390.99000000,67440850
6/27/2025,19:00:00,2390.99000000,2394.02000000,2387.01000000,2393.72000000,48611996
6/27/2025,19:15:00,2393.71000000,2410.00000000,2390.94000000,2405.14000000,88718459
6/27/2025,19:30:00,2405.15000000,2410.00000000,2400.57000000,2405.56000000,32086690
6/27/2025,19:45:00,2405.55000000,2409.74000000,2402.97000000,2408.11000000,20877435
6/27/2025,20:00:00,2408.10000000,2416.44000000,2407.60000000,2411.72000000,75779320
6/27/2025,20:15:00,2411.72000000,2422.00000000,2410.50000000,2417.53000000,57129119
6/27/2025,20:30:00,2417.53000000,2423.81000000,2417.50000000,2421.43000000,26684322
6/27/2025,20:45:00,2421.43000000,2424.84000000,2419.65000000,2423.67000000,25278264
6/27/2025,21:00:00,2423.68000000,2426.88000000,2420.31000000,2425.50000000,25493257
6/27/2025,21:15:00,2425.50000000,2427.73000000,2420.60000000,2420.79000000,24449219
6/27/2025,21:30:00,2420.79000000,2428.00000000,2416.07000000,2426.88000000,51430227
6/27/2025,21:45:00,2426.88000000,2429.00000000,2419.09000000,2420.53000000,24485834
6/27/2025,22:00:00,2420.52000000,2423.58000000,2418.00000000,2418.90000000,12220111
6/27/2025,22:15:00,2418.91000000,2423.68000000,2418.90000000,2420.30000000,11624981
6/27/2025,22:30:00,2420.30000000,2422.98000000,2420.03000000,2420.52000000,10168724
6/27/2025,22:45:00,2420.52000000,2424.25000000,2418.59000000,2421.47000000,12213922
6/27/2025,23:00:00,2421.47000000,2423.68000000,2420.77000000,2421.30000000,8038381
6/27/2025,23:15:00,2421.30000000,2423.59000000,2419.23000000,2420.55000000,14524480
6/27/2025,23:30:00,2420.55000000,2420.55000000,2415.53000000,2415.81000000,17157301
6/27/2025,23:45:00,2415.81000000,2419.40000000,2413.62000000,2418.85000000,19662068
6/28/2025,00:00:00,2418.85000000,2423.11000000,2418.77000000,2422.06000000,10229157
6/28/2025,00:15:00,2422.07000000,2423.06000000,2416.15000000,2416.18000000,19666580
6/28/2025,00:30:00,2416.19000000,2420.52000000,2416.00000000,2419.59000000,10931239
6/28/2025,00:45:00,2419.58000000,2420.80000000,2416.79000000,2418.69000000,9731135
6/28/2025,01:00:00,2418.69000000,2422.45000000,2416.21000000,2417.10000000,12442914
6/28/2025,01:15:00,2417.10000000,2419.00000000,2411.61000000,2412.64000000,17284030
6/28/2025,01:30:00,2412.64000000,2413.57000000,2408.26000000,2411.43000000,47152171
6/28/2025,01:45:00,2411.44000000,2413.29000000,2404.75000000,2412.98000000,31545682
6/28/2025,02:00:00,2412.98000000,2417.80000000,2412.32000000,2416.96000000,21018810
6/28/2025,02:15:00,2416.96000000,2417.88000000,2413.76000000,2414.24000000,13791023
6/28/2025,02:30:00,2414.24000000,2420.77000000,2414.23000000,2420.26000000,16056747
6/28/2025,02:45:00,2420.25000000,2421.78000000,2419.17000000,2419.94000000,20587282
6/28/2025,03:00:00,2419.95000000,2419.95000000,2417.44000000,2417.69000000,9947817
6/28/2025,03:15:00,2417.69000000,2419.52000000,2415.28000000,2416.55000000,12184820
6/28/2025,03:30:00,2416.56000000,2421.53000000,2416.47000000,2419.83000000,13800210
6/28/2025,03:45:00,2419.84000000,2421.20000000,2417.46000000,2419.90000000,10649553
6/28/2025,04:00:00,2419.90000000,2421.54000000,2418.26000000,2419.70000000,15142446
6/28/2025,04:15:00,2419.70000000,2420.89000000,2417.19000000,2417.85000000,11271294
6/28/2025,04:30:00,2417.84000000,2420.30000000,2416.52000000,2420.30000000,10032581
6/28/2025,04:45:00,2420.30000000,2420.30000000,2418.00000000,2419.28000000,5453862
6/28/2025,05:00:00,2419.28000000,2420.33000000,2417.88000000,2419.99000000,7097922
6/28/2025,05:15:00,2420.00000000,2427.83000000,2419.99000000,2427.16000000,35389467
6/28/2025,05:30:00,2427.16000000,2427.29000000,2422.12000000,2422.95000000,16966717
6/28/2025,05:45:00,2422.95000000,2425.03000000,2417.85000000,2417.99000000,30414384
6/28/2025,06:00:00,2418.00000000,2421.60000000,2417.00000000,2420.99000000,14799402
6/28/2025,06:15:00,2420.99000000,2425.69000000,2420.63000000,2425.43000000,16712939
6/28/2025,06:30:00,2425.42000000,2425.69000000,2422.50000000,2424.84000000,10632156
6/28/2025,06:45:00,2424.83000000,2424.83000000,2422.49000000,2423.85000000,7201834
6/28/2025,07:00:00,2423.85000000,2426.73000000,2422.36000000,2426.11000000,12194388
6/28/2025,07:15:00,2426.11000000,2426.67000000,2422.83000000,2424.21000000,10816635
6/28/2025,07:30:00,2424.21000000,2426.93000000,2423.20000000,2426.02000000,10203326
6/28/2025,07:45:00,2426.02000000,2427.82000000,2425.13000000,2426.73000000,12178102
6/28/2025,08:00:00,2426.73000000,2433.00000000,2426.44000000,2430.55000000,38024715
6/28/2025,08:15:00,2430.55000000,2431.25000000,2419.52000000,2421.25000000,37246490
6/28/2025,08:30:00,2421.26000000,2424.49000000,2418.50000000,2422.80000000,28592429
6/28/2025,08:45:00,2422.80000000,2424.57000000,2421.20000000,2422.18000000,8914728
6/28/2025,09:00:00,2422.19000000,2423.30000000,2420.11000000,2423.27000000,11979862
6/28/2025,09:15:00,2423.27000000,2423.81000000,2419.46000000,2419.99000000,18355434
6/28/2025,09:30:00,2419.98000000,2423.34000000,2418.29000000,2422.78000000,13104550
6/28/2025,09:45:00,2422.79000000,2426.98000000,2422.76000000,2424.68000000,13494755
6/28/2025,10:00:00,2424.68000000,2427.66000000,2424.68000000,2425.58000000,12449757
6/28/2025,10:15:00,2425.57000000,2427.60000000,2425.57000000,2426.56000000,10803826
6/28/2025,10:30:00,2426.56000000,2428.91000000,2424.10000000,2428.37000000,13187436
6/28/2025,10:45:00,2428.37000000,2429.31000000,2422.79000000,2424.12000000,17013289
6/28/2025,11:00:00,2424.13000000,2425.13000000,2422.50000000,2425.13000000,9111184
6/28/2025,11:15:00,2425.13000000,2428.08000000,2425.13000000,2426.45000000,9706392
6/28/2025,11:30:00,2426.46000000,2427.46000000,2425.25000000,2426.99000000,7006265
6/28/2025,11:45:00,2427.00000000,2427.20000000,2425.03000000,2426.73000000,7442028
6/28/2025,12:00:00,2426.73000000,2427.50000000,2425.17000000,2426.26000000,6013063
6/28/2025,12:15:00,2426.26000000,2426.88000000,2424.42000000,2424.82000000,11165847
6/28/2025,12:30:00,2424.82000000,2424.97000000,2421.02000000,2422.89000000,14496096
6/28/2025,12:45:00,2422.88000000,2426.98000000,2422.88000000,2425.20000000,9811570
6/28/2025,13:00:00,2425.21000000,2426.43000000,2423.99000000,2424.98000000,5812073
6/28/2025,13:15:00,2424.98000000,2428.09000000,2424.98000000,2426.04000000,12882521
6/28/2025,13:30:00,2426.04000000,2426.05000000,2421.52000000,2423.17000000,13624305
6/28/2025,13:45:00,2423.17000000,2423.42000000,2418.75000000,2421.44000000,28112147
6/28/2025,14:00:00,2421.44000000,2422.23000000,2420.29000000,2421.79000000,7905907
6/28/2025,14:15:00,2421.80000000,2425.36000000,2421.44000000,2425.15000000,9469215
6/28/2025,14:30:00,2425.16000000,2426.69000000,2424.55000000,2425.46000000,11795155
6/28/2025,14:45:00,2425.46000000,2426.56000000,2423.76000000,2425.38000000,9363981
6/28/2025,15:00:00,2425.39000000,2425.39000000,2423.74000000,2424.87000000,4526564
6/28/2025,15:15:00,2424.87000000,2426.00000000,2423.82000000,2424.98000000,6838215
6/28/2025,15:30:00,2424.97000000,2426.67000000,2422.15000000,2423.93000000,10311388
6/28/2025,15:45:00,2423.93000000,2426.49000000,2423.93000000,2426.14000000,5294531
6/28/2025,16:00:00,2426.13000000,2443.99000000,2425.87000000,2435.08000000,89029210
6/28/2025,16:15:00,2435.09000000,2443.06000000,2435.08000000,2437.52000000,72895822
6/28/2025,16:30:00,2437.51000000,2438.46000000,2430.67000000,2435.77000000,44828398
6/28/2025,16:45:00,2435.77000000,2439.83000000,2430.86000000,2432.52000000,30069487
6/28/2025,17:00:00,2432.51000000,2434.36000000,2430.50000000,2433.82000000,12135002
6/28/2025,17:15:00,2433.82000000,2438.59000000,2433.29000000,2437.49000000,13894087
6/28/2025,17:30:00,2437.49000000,2437.71000000,2432.03000000,2435.26000000,12845829
6/28/2025,17:45:00,2435.26000000,2441.41000000,2433.85000000,2438.67000000,18332274
6/28/2025,18:00:00,2438.66000000,2447.42000000,2437.40000000,2443.13000000,50138029
6/28/2025,18:15:00,2443.13000000,2443.78000000,2437.27000000,2438.78000000,19429175
6/28/2025,18:30:00,2438.78000000,2439.71000000,2435.40000000,2437.07000000,18790476
6/28/2025,18:45:00,2437.08000000,2439.16000000,2432.71000000,2433.99000000,15248474
6/28/2025,19:00:00,2433.99000000,2437.75000000,2431.52000000,2436.33000000,11274290
6/28/2025,19:15:00,2436.32000000,2436.33000000,2433.00000000,2434.24000000,7722779
6/28/2025,19:30:00,2434.24000000,2439.26000000,2434.24000000,2435.44000000,10348992
6/28/2025,19:45:00,2435.43000000,2435.81000000,2431.23000000,2433.16000000,14634929
6/28/2025,20:00:00,2433.16000000,2433.53000000,2431.70000000,2432.38000000,6686926
6/28/2025,20:15:00,2432.38000000,2433.99000000,2430.56000000,2431.32000000,12029625
6/28/2025,20:30:00,2431.32000000,2431.33000000,2425.80000000,2430.64000000,23936855
6/28/2025,20:45:00,2430.63000000,2433.26000000,2429.93000000,2431.70000000,7415197
6/28/2025,21:00:00,2431.71000000,2432.00000000,2427.19000000,2428.56000000,17275532
6/28/2025,21:15:00,2428.56000000,2430.88000000,2428.00000000,2429.14000000,7395298
6/28/2025,21:30:00,2429.15000000,2431.27000000,2428.10000000,2430.25000000,5823392
6/28/2025,21:45:00,2430.25000000,2433.55000000,2430.25000000,2431.89000000,6203965
6/28/2025,22:00:00,2431.90000000,2437.24000000,2429.44000000,2435.49000000,8266754
6/28/2025,22:15:00,2435.48000000,2436.68000000,2432.79000000,2433.32000000,12495824
6/28/2025,22:30:00,2433.32000000,2439.32000000,2433.31000000,2437.30000000,12898678
6/28/2025,22:45:00,2437.29000000,2440.46000000,2434.91000000,2439.64000000,12962258
6/28/2025,23:00:00,2439.64000000,2440.37000000,2437.75000000,2439.13000000,10127205
6/28/2025,23:15:00,2439.13000000,2441.37000000,2438.40000000,2438.58000000,12877765
6/28/2025,23:30:00,2438.59000000,2439.00000000,2436.09000000,2436.98000000,7000043
6/28/2025,23:45:00,2436.98000000,2437.00000000,2434.51000000,2435.15000000,4854891
6/29/2025,00:00:00,2435.15000000,2436.06000000,2433.78000000,2434.80000000,6891112
6/29/2025,00:15:00,2434.80000000,2435.73000000,2431.04000000,2432.50000000,15262129
6/29/2025,00:30:00,2432.51000000,2439.42000000,2430.63000000,2436.46000000,14116032
6/29/2025,00:45:00,2436.46000000,2440.25000000,2435.18000000,2436.05000000,12136513
6/29/2025,01:00:00,2436.05000000,2441.68000000,2436.04000000,2437.68000000,14942556
6/29/2025,01:15:00,2437.67000000,2437.95000000,2433.83000000,2433.83000000,7226916
6/29/2025,01:30:00,2433.83000000,2436.87000000,2432.22000000,2432.81000000,12304965
6/29/2025,01:45:00,2432.82000000,2434.30000000,2428.56000000,2429.77000000,15029656
6/29/2025,02:00:00,2429.78000000,2431.25000000,2427.09000000,2428.62000000,15779938
6/29/2025,02:15:00,2428.61000000,2429.59000000,2423.12000000,2426.00000000,29484513
6/29/2025,02:30:00,2426.00000000,2429.12000000,2425.33000000,2427.88000000,13862279
6/29/2025,02:45:00,2427.87000000,2432.57000000,2427.16000000,2430.67000000,10675702
6/29/2025,03:00:00,2430.67000000,2431.24000000,2429.30000000,2431.05000000,7604443
6/29/2025,03:15:00,2431.06000000,2432.00000000,2429.21000000,2430.46000000,7713918
6/29/2025,03:30:00,2430.46000000,2432.07000000,2430.00000000,2430.59000000,4315111
6/29/2025,03:45:00,2430.60000000,2431.00000000,2425.76000000,2426.11000000,10332136
6/29/2025,04:00:00,2426.11000000,2427.89000000,2425.85000000,2426.85000000,8773284
6/29/2025,04:15:00,2426.84000000,2429.97000000,2425.57000000,2429.97000000,11286142
6/29/2025,04:30:00,2429.96000000,2430.51000000,2427.31000000,2427.85000000,8840812
6/29/2025,04:45:00,2427.85000000,2430.07000000,2427.34000000,2427.96000000,6052170
6/29/2025,05:00:00,2427.96000000,2429.39000000,2427.96000000,2428.80000000,4838548
6/29/2025,05:15:00,2428.81000000,2429.80000000,2426.39000000,2429.44000000,7302815
6/29/2025,05:30:00,2429.44000000,2429.81000000,2427.13000000,2427.92000000,3586260
6/29/2025,05:45:00,2427.92000000,2430.30000000,2426.83000000,2430.17000000,5893292
6/29/2025,06:00:00,2430.18000000,2433.80000000,2430.17000000,2432.57000000,17126047
6/29/2025,06:15:00,2432.57000000,2434.41000000,2432.56000000,2433.45000000,14206451
6/29/2025,06:30:00,2433.46000000,2434.22000000,2431.30000000,2432.34000000,11671798
6/29/2025,06:45:00,2432.34000000,2433.93000000,2431.61000000,2433.68000000,7178339
6/29/2025,07:00:00,2433.69000000,2436.72000000,2431.84000000,2435.79000000,8794304
6/29/2025,07:15:00,2435.78000000,2437.65000000,2435.00000000,2437.26000000,16193854
6/29/2025,07:30:00,2437.25000000,2439.58000000,2435.43000000,2437.75000000,17673305
6/29/2025,07:45:00,2437.74000000,2438.48000000,2435.95000000,2436.76000000,18499086
6/29/2025,08:00:00,2436.75000000,2439.60000000,2433.83000000,2439.58000000,14557301
6/29/2025,08:15:00,2439.58000000,2443.14000000,2437.69000000,2439.21000000,37491582
6/29/2025,08:30:00,2439.21000000,2440.39000000,2437.05000000,2438.83000000,12356989
6/29/2025,08:45:00,2438.83000000,2446.61000000,2437.86000000,2445.42000000,40600900
6/29/2025,09:00:00,2445.42000000,2446.79000000,2441.25000000,2442.76000000,22736069
6/29/2025,09:15:00,2442.76000000,2444.33000000,2437.86000000,2442.63000000,21842200
6/29/2025,09:30:00,2442.64000000,2449.65000000,2441.78000000,2447.47000000,30177242
6/29/2025,09:45:00,2447.48000000,2457.91000000,2445.39000000,2452.56000000,103704955
6/29/2025,10:00:00,2452.56000000,2455.51000000,2444.52000000,2446.91000000,55013969
6/29/2025,10:15:00,2446.91000000,2458.00000000,2446.81000000,2454.36000000,49772360
6/29/2025,10:30:00,2454.37000000,2457.33000000,2449.87000000,2453.32000000,26151083
6/29/2025,10:45:00,2453.32000000,2454.14000000,2449.41000000,2449.99000000,29992845
6/29/2025,11:00:00,2450.00000000,2457.44000000,2446.09000000,2455.44000000,39963462
6/29/2025,11:15:00,2455.45000000,2456.30000000,2452.11000000,2452.64000000,18212772
6/29/2025,11:30:00,2452.64000000,2455.09000000,2451.94000000,2453.63000000,10404825
6/29/2025,11:45:00,2453.64000000,2457.38000000,2453.63000000,2456.59000000,18288227
6/29/2025,12:00:00,2456.60000000,2463.96000000,2456.50000000,2460.82000000,70756885
6/29/2025,12:15:00,2460.81000000,2462.14000000,2450.00000000,2452.49000000,47612321
6/29/2025,12:30:00,2452.50000000,2456.00000000,2452.01000000,2452.74000000,27455855
6/29/2025,12:45:00,2452.74000000,2454.95000000,2448.23000000,2448.40000000,26663953
6/29/2025,13:00:00,2448.39000000,2453.48000000,2447.60000000,2453.47000000,23369547
6/29/2025,13:15:00,2453.47000000,2455.38000000,2450.27000000,2452.46000000,21485954
6/29/2025,13:30:00,2452.45000000,2453.70000000,2450.73000000,2451.48000000,12104229
6/29/2025,13:45:00,2451.48000000,2451.76000000,2446.83000000,2449.10000000,26646889
6/29/2025,14:00:00,2449.11000000,2450.49000000,2445.20000000,2445.95000000,28139072
6/29/2025,14:15:00,2445.94000000,2450.88000000,2443.54000000,2450.17000000,37993632
6/29/2025,14:30:00,2450.17000000,2450.60000000,2444.66000000,2445.11000000,29417893
6/29/2025,14:45:00,2445.11000000,2445.38000000,2433.64000000,2437.90000000,84487246
6/29/2025,15:00:00,2437.90000000,2442.05000000,2435.57000000,2438.69000000,31685739
6/29/2025,15:15:00,2438.74000000,2442.37000000,2436.00000000,2440.50000000,19854642
6/29/2025,15:30:00,2440.51000000,2440.51000000,2437.05000000,2439.06000000,13702176
6/29/2025,15:45:00,2439.07000000,2443.53000000,2438.34000000,2441.53000000,18269136
6/29/2025,16:00:00,2441.53000000,2441.53000000,2431.70000000,2435.36000000,48395886
6/29/2025,16:15:00,2435.36000000,2437.98000000,2434.27000000,2436.61000000,21556490
6/29/2025,16:30:00,2436.61000000,2439.27000000,2428.00000000,2431.72000000,44118201
6/29/2025,16:45:00,2431.72000000,2435.32000000,2430.24000000,2432.27000000,22975839
6/29/2025,17:00:00,2432.28000000,2439.00000000,2428.27000000,2437.92000000,27172412
6/29/2025,17:15:00,2437.92000000,2439.47000000,2435.51000000,2437.05000000,18362972
6/29/2025,17:30:00,2437.05000000,2437.66000000,2434.46000000,2435.37000000,8944300
6/29/2025,17:45:00,2435.36000000,2437.00000000,2431.32000000,2433.07000000,12856861
6/29/2025,18:00:00,2433.07000000,2438.62000000,2432.85000000,2437.94000000,18827891
6/29/2025,18:15:00,2437.93000000,2438.00000000,2432.88000000,2433.17000000,10444900
6/29/2025,18:30:00,2433.17000000,2441.67000000,2433.00000000,2440.20000000,26238175
6/29/2025,18:45:00,2440.21000000,2441.71000000,2437.55000000,2439.79000000,21764298
6/29/2025,19:00:00,2439.78000000,2440.93000000,2436.75000000,2436.76000000,10794370
6/29/2025,19:15:00,2436.75000000,2437.02000000,2433.50000000,2434.16000000,15007412
6/29/2025,19:30:00,2434.16000000,2437.77000000,2432.24000000,2437.76000000,8311082
6/29/2025,19:45:00,2437.77000000,2438.28000000,2434.00000000,2435.07000000,8960774
6/29/2025,20:00:00,2435.07000000,2437.73000000,2434.48000000,2436.81000000,6812069
6/29/2025,20:15:00,2436.80000000,2437.92000000,2433.60000000,2433.60000000,11444421
6/29/2025,20:30:00,2433.60000000,2435.77000000,2431.68000000,2433.73000000,9175282
6/29/2025,20:45:00,2433.74000000,2434.80000000,2431.69000000,2431.99000000,8324987
6/29/2025,21:00:00,2431.99000000,2434.97000000,2431.08000000,2431.09000000,11038311
6/29/2025,21:15:00,2431.09000000,2433.18000000,2406.45000000,2422.44000000,126364707
6/29/2025,21:30:00,2422.45000000,2436.12000000,2421.51000000,2431.05000000,36028602
6/29/2025,21:45:00,2431.06000000,2437.71000000,2431.06000000,2435.12000000,28659672
6/29/2025,22:00:00,2435.11000000,2436.40000000,2429.07000000,2430.15000000,16332722
6/29/2025,22:15:00,2430.15000000,2447.80000000,2429.37000000,2444.68000000,76920694
6/29/2025,22:30:00,2444.69000000,2479.81000000,2442.72000000,2478.00000000,183832760
6/29/2025,22:45:00,2478.00000000,2494.28000000,2470.11000000,2491.95000000,200625361
6/29/2025,23:00:00,2491.96000000,2509.84000000,2489.77000000,2501.00000000,157336372
6/29/2025,23:15:00,2501.00000000,2524.41000000,2500.99000000,2505.89000000,237034559
6/29/2025,23:30:00,2505.88000000,2507.82000000,2493.87000000,2504.76000000,134021026
6/29/2025,23:45:00,2504.76000000,2509.32000000,2496.16000000,2498.78000000,54342575
6/30/2025,00:00:00,2498.78000000,2504.73000000,2498.00000000,2499.25000000,34153953
6/30/2025,00:15:00,2499.25000000,2507.67000000,2498.75000000,2505.06000000,65020012
6/30/2025,00:30:00,2505.07000000,2519.21000000,2499.45000000,2514.99000000,81328509
6/30/2025,00:45:00,2514.99000000,2523.43000000,2509.65000000,2517.18000000,69632026
6/30/2025,01:00:00,2517.18000000,2521.57000000,2512.51000000,2517.79000000,45238923
6/30/2025,01:15:00,2517.79000000,2518.80000000,2503.65000000,2507.84000000,69845718
6/30/2025,01:30:00,2507.85000000,2511.08000000,2503.60000000,2508.77000000,41352955
6/30/2025,01:45:00,2508.77000000,2518.80000000,2506.39000000,2515.99000000,36586604
6/30/2025,02:00:00,2515.99000000,2518.13000000,2509.18000000,2509.65000000,34580176
6/30/2025,02:15:00,2509.66000000,2510.29000000,2506.41000000,2510.18000000,25754485
6/30/2025,02:30:00,2510.19000000,2510.49000000,2504.31000000,2505.56000000,21664908
6/30/2025,02:45:00,2505.55000000,2506.52000000,2502.08000000,2503.71000000,23295395
6/30/2025,03:00:00,2503.71000000,2507.97000000,2498.12000000,2500.35000000,33958949
6/30/2025,03:15:00,2500.36000000,2503.61000000,2499.33000000,2500.55000000,21860412
6/30/2025,03:30:00,2500.56000000,2500.89000000,2494.18000000,2495.01000000,41689424
6/30/2025,03:45:00,2495.00000000,2500.73000000,2494.84000000,2500.09000000,26686930
6/30/2025,04:00:00,2500.08000000,2502.43000000,2497.38000000,2498.42000000,21928354
6/30/2025,04:15:00,2498.43000000,2504.81000000,2497.77000000,2502.56000000,30337747
