Step,Equity
1164,99998.8201484387
1165,99998.8201484387
1166,99998.8201484387
1167,99998.8201484387
1168,99998.8201484387
1169,99998.8201484387
1170,99998.8201484387
1171,99998.8201484387
1172,99998.8201484387
1173,99998.8201484387
1174,99998.8201484387
1175,99998.8201484387
1176,99998.8201484387
1177,99998.8201484387
1178,99998.8201484387
1179,99998.8201484387
1180,99998.8201484387
1181,99998.8201484387
1182,99998.8201484387
1183,99998.8201484387
1184,99998.8201484387
1185,99998.8201484387
1186,99998.8201484387
1187,99998.8201484387
1188,99998.8201484387
1189,99998.8201484387
1190,99998.8201484387
1191,99998.8201484387
1192,99998.8201484387
1193,99998.8201484387
1194,99998.8201484387
1195,99998.8201484387
1196,99998.8201484387
1197,99998.8201484387
1198,99998.8201484387
1199,99998.8201484387
1200,99998.8201484387
1201,99998.8201484387
1202,99998.8201484387
1203,99998.8201484387
1204,99998.8201484387
1205,99998.8201484387
1206,99998.8201484387
1207,99998.8201484387
1208,99998.8201484387
1209,99998.8201484387
1210,99998.8201484387
1211,99998.8201484387
1212,99998.8201484387
1213,99998.8201484387
1214,99998.8201484387
1215,99998.8201484387
1216,99998.8201484387
1217,99998.8201484387
1218,99998.8201484387
1219,99998.8201484387
1220,99998.8201484387
1221,99998.8201484387
1222,99998.8201484387
1223,99998.8201484387
1224,99998.8201484387
1225,99998.8201484387
1226,99998.8201484387
1227,99998.8201484387
1228,99998.8201484387
1229,99998.8201484387
1230,99998.8201484387
1231,99998.8201484387
1232,99998.8201484387
1233,99998.8201484387
1234,99998.8201484387
1235,99998.8201484387
1236,99998.8201484387
1237,99998.8201484387
1238,99998.8201484387
1239,99998.8201484387
1240,99998.8201484387
1241,99998.8201484387
1242,99998.8201484387
1243,99998.8201484387
1244,99998.8201484387
1245,99998.8201484387
1246,99998.8201484387
1247,99998.8201484387
1248,99998.8201484387
1249,99998.8201484387
1250,99998.8201484387
1251,99998.8201484387
1252,99998.8201484387
1253,99998.8201484387
1254,99998.8201484387
1255,99998.8201484387
1256,99998.8201484387
1257,99998.8201484387
1258,99998.8201484387
1259,99998.8201484387
1260,99998.8201484387
1261,99998.8201484387
1262,99998.8201484387
1263,99998.8201484387
1264,99998.8201484387
1265,99998.8201484387
1266,99998.8201484387
1267,99998.8201484387
1268,99998.8201484387
1269,99998.8201484387
1270,99998.8201484387
1271,99998.8201484387
1272,99998.8201484387
1273,99998.8201484387
1274,99998.8201484387
1275,99998.8201484387
1276,99998.8201484387
1277,99998.8201484387
1278,99998.8201484387
1279,99998.8201484387
1280,99998.8201484387
1281,99998.8201484387
1282,99998.8201484387
1283,99998.8201484387
1284,99998.8201484387
1285,99998.8201484387
1286,99998.8201484387
1287,99998.8201484387
1288,99998.8201484387
1289,99998.8201484387
1290,99998.8201484387
1291,99998.8201484387
1292,99998.8201484387
1293,99998.8201484387
1294,99998.8201484387
1295,99998.8201484387
1296,99998.8201484387
1297,99998.8201484387
1298,99998.8201484387
1299,99998.8201484387
1300,99998.8201484387
1301,99998.8201484387
1302,99998.8201484387
1303,99998.8201484387
1304,99998.8201484387
1305,99998.8201484387
1306,99998.8201484387
1307,99998.8201484387
1308,99998.8201484387
1309,99998.8201484387
1310,99998.8201484387
1311,99998.8201484387
1312,99998.8201484387
1313,99998.8201484387
1314,99998.8201484387
1315,99998.8201484387
1316,99998.8201484387
1317,99998.8201484387
1318,99998.8201484387
1319,99998.8201484387
1320,99998.8201484387
1321,99998.8201484387
1322,99998.8201484387
1323,99998.8201484387
1324,99998.8201484387
1325,99998.8201484387
1326,99998.8201484387
1327,99998.8201484387
1328,99998.8201484387
1329,99998.8201484387
1330,99998.8201484387
1331,99998.8201484387
1332,99998.8201484387
1333,99998.8201484387
1334,99998.8201484387
1335,99998.8201484387
1336,99998.8201484387
1337,99998.8201484387
1338,99998.8201484387
1339,99998.8201484387
1340,99998.8201484387
1341,99998.8201484387
1342,99998.8201484387
1343,99998.8201484387
1344,99998.8201484387
1345,99998.8201484387
1346,99998.8201484387
1347,99998.8201484387
1348,99998.8201484387
1349,99998.8201484387
1350,99998.8201484387
1351,99998.8201484387
1352,99998.8201484387
1353,99998.8201484387
1354,99998.8201484387
1355,99998.8201484387
1356,99998.8201484387
1357,99998.8201484387
1358,99998.8201484387
1359,99998.8201484387
1360,99998.8201484387
1361,99998.8201484387
1362,99998.8201484387
1363,99998.8201484387
1364,99998.8201484387
1365,99998.8201484387
1366,99998.8201484387
1367,99998.8201484387
1368,99998.8201484387
1369,99998.8201484387
1370,99998.8201484387
1371,99998.8201484387
1372,99998.8201484387
1373,99998.8201484387
1374,99998.8201484387
1375,99998.8201484387
1376,99998.8201484387
1377,99998.8201484387
1378,99998.8201484387
1379,99998.8201484387
1380,99998.8201484387
1381,99998.8201484387
1382,99998.8201484387
1383,99998.8201484387
1384,99998.8201484387
1385,99998.8201484387
1386,99998.8201484387
1387,99998.8201484387
1388,99998.8201484387
1389,99998.8201484387
1390,99998.8201484387
1391,99998.8201484387
1392,99998.8201484387
1393,99998.8201484387
1394,99998.8201484387
1395,99998.8201484387
1396,99998.8201484387
1397,99998.8201484387
1398,99998.8201484387
1399,99998.8201484387
1400,99998.8201484387
1401,99998.8201484387
1402,99998.8201484387
1403,99998.8201484387
1404,99998.8201484387
1405,99998.8201484387
1406,99998.8201484387
1407,99998.8201484387
1408,99998.8201484387
1409,99998.8201484387
1410,99998.8201484387
1411,99998.8201484387
1412,99998.8201484387
1413,99998.8201484387
1414,99998.8201484387
1415,99998.8201484387
1416,99998.8201484387
1417,99998.8201484387
1418,99998.8201484387
1419,99998.8201484387
1420,99998.8201484387
1421,99998.8201484387
1422,99998.8201484387
1423,99998.8201484387
1424,99998.8201484387
1425,99998.8201484387
1426,99998.8201484387
1427,99998.8201484387
1428,99998.8201484387
1429,99998.8201484387
1430,99998.8201484387
1431,99998.8201484387
1432,99998.8201484387
1433,99998.8201484387
1434,99998.8201484387
1435,99998.8201484387
1436,99998.8201484387
1437,99998.8201484387
1438,99998.8201484387
1439,99998.8201484387
1440,99998.8201484387
1441,99998.8201484387
1442,99998.8201484387
1443,99998.8201484387
1444,99998.8201484387
1445,99998.8201484387
1446,99998.8201484387
1447,99998.8201484387
1448,99998.8201484387
1449,99998.8201484387
1450,99998.8201484387
1451,99998.8201484387
1452,99998.8201484387
1453,99998.8201484387
1454,99998.8201484387
1455,99998.8201484387
1456,99998.8201484387
1457,99998.8201484387
1458,99998.8201484387
1459,99998.8201484387
1460,99998.8201484387
1461,99998.8201484387
1462,99998.8201484387
1463,99998.8201484387
1464,99998.8201484387
1465,99998.8201484387
1466,99998.8201484387
1467,99998.8201484387
1468,99998.8201484387
1469,99998.8201484387
1470,99998.8201484387
1471,99998.8201484387
1472,99998.8201484387
1473,99998.8201484387
1474,99998.8201484387
1475,99998.8201484387
1476,99998.8201484387
1477,99998.8201484387
1478,99998.8201484387
1479,99998.8201484387
1480,99998.8201484387
1481,99998.8201484387
1482,99998.8201484387
1483,99998.8201484387
1484,99998.8201484387
1485,99998.8201484387
1486,99998.8201484387
1487,99998.8201484387
1488,99998.8201484387
1489,99998.8201484387
1490,99998.8201484387
1491,99998.8201484387
1492,99998.8201484387
1493,99998.8201484387
1494,99998.8201484387
1495,99998.8201484387
1496,99998.8201484387
1497,99998.8201484387
1498,99998.8201484387
1499,99998.8201484387
1500,99998.75939396855
1501,99998.70046197138
1502,99997.97216456765
1503,99997.24258448127
1504,99997.24258448127
1505,99997.24258448127
1506,99997.24258448127
1507,99997.24258448127
1508,99997.24258448127
1509,99997.24258448127
1510,99997.24258448127
1511,99997.24258448127
1512,99997.24258448127
1513,99997.24258448127
1514,99997.24258448127
1515,99997.24258448127
1516,99997.24258448127
1517,99997.24258448127
1518,99997.24258448127
1519,99997.24258448127
1520,99997.24258448127
1521,99997.24258448127
1522,99997.24258448127
1523,99997.24258448127
1524,99997.24258448127
1525,99997.24258448127
1526,99997.24258448127
1527,99997.24258448127
1528,99997.24258448127
1529,99997.24258448127
1530,99997.24258448127
1531,99997.24258448127
1532,99997.24258448127
1533,99997.24258448127
1534,99997.24258448127
1535,99997.24258448127
1536,99997.24258448127
1537,99997.24258448127
1538,99997.24258448127
1539,99997.24258448127
1540,99997.24258448127
1541,99997.24258448127
1542,99997.24258448127
1543,99997.24258448127
1544,99997.24258448127
1545,99997.24258448127
1546,99997.24258448127
1547,99997.24258448127
1548,99997.24258448127
1549,99997.24258448127
1550,99997.24258448127
1551,99997.24258448127
1552,99997.24258448127
