Step,Equity
0,100000.0
1,100000.0
2,100000.0
3,100000.0
4,100000.0
5,100000.0
6,100000.0
7,100000.0
8,100000.0
9,100000.0
10,100000.0
11,100000.0
12,100000.0
13,100000.0
14,100000.0
15,100000.0
16,100000.0
17,100000.0
18,100000.0
19,100000.0
20,100000.0
21,100000.0
22,100000.0
23,100000.0
24,100000.0
25,100000.0
26,100000.0
27,100000.0
28,100000.0
29,100000.0
30,100000.0
31,100000.0
32,100000.0
33,100000.0
34,100000.0
35,100000.0
36,100000.0
37,100000.0
38,100000.0
39,100000.0
40,100000.0
41,100000.0
42,100000.0
43,100000.0
44,100000.0
45,100000.0
46,100000.0
47,100000.0
48,100000.0
49,100000.0
50,100000.0
51,100000.0
52,100000.0
53,100000.0
54,100000.0
55,100000.0
56,100000.0
57,100000.0
58,100000.0
59,100000.0
60,100000.0
61,100000.0
62,100000.0
63,100000.0
64,100000.0
65,100000.0
66,100000.0
67,100000.0
68,100000.0
69,100000.0
70,100000.0
71,100000.0
72,100000.0
73,100000.0
74,100000.0
75,100000.0
76,100000.0
77,100000.0
78,100000.0
79,100000.0
80,100000.0
81,100000.0
82,100000.0
83,100000.0
84,100000.0
85,100000.0
86,100000.0
87,100000.0
88,100000.0
89,100000.0
90,100000.0
91,100000.0
92,100000.0
93,100000.0
94,100000.0
95,100000.0
96,100000.0
97,100000.0
98,100000.0
99,100000.0
100,100000.0
101,100000.0
102,100000.0
103,100000.0
104,100000.0
105,100000.0
106,100000.0
107,100000.0
108,100000.0
109,100000.0
110,100000.0
111,100000.0
112,100000.0
113,100000.0
114,100000.0
115,100000.0
116,100000.0
117,100000.0
118,100000.0
119,100000.0
120,100000.0
121,100000.0
122,100000.0
123,100000.0
124,100000.0
125,100000.0
126,100000.0
127,100000.0
128,100000.0
129,100000.0
130,100000.0
131,100000.0
132,100000.0
133,100000.0
134,100000.0
135,100000.0
136,100000.0
137,100000.0
138,100000.0
139,100000.0
140,100000.0
141,100000.0
142,100000.0
143,100000.0
144,100000.0
145,100000.0
146,100000.0
147,100000.0
148,100000.0
149,100000.0
150,100000.0
151,100000.0
152,100000.0
153,100000.0
154,100000.0
155,100000.0
156,100000.0
157,100000.0
158,100000.0
159,100000.0
160,100000.0
161,100000.0
162,100000.0
163,100000.0
164,100000.0
165,100000.0
166,100000.0
167,100000.0
168,100000.0
169,100000.0
170,100000.0
171,100000.0
172,100000.0
173,100000.0
174,100000.0
175,100000.0
176,100000.0
177,100000.0
178,100000.0
179,100000.0
180,100000.0
181,100000.0
182,100000.0
183,100000.0
184,100000.0
185,100000.0
186,100000.0
187,100000.0
188,100000.0
189,100000.0
190,100000.0
191,100000.0
192,100000.0
193,100000.0
194,100000.0
195,100000.0
196,100000.0
197,100000.0
198,100000.0
199,100000.0
200,100000.0
201,100000.0
202,100000.0
203,100000.0
204,100000.0
205,100000.0
206,100000.0
207,100000.0
208,100000.0
209,100000.0
210,100000.0
211,100000.0
212,100000.0
213,100000.0
214,100000.0
215,100000.0
216,100000.0
217,100000.0
218,100000.0
219,100000.0
220,100000.0
221,100000.0
222,100000.0
223,100000.0
224,100000.0
225,100000.0
226,100000.0
227,100000.0
228,100000.0
229,100000.0
230,100000.0
231,100000.0
232,100000.0
233,100000.0
234,100000.0
235,100000.0
236,100000.0
237,100000.0
238,100000.0
239,100000.0
240,100000.0
241,100000.0
242,100000.0
243,100000.0
244,100000.0
245,100000.0
246,100000.0
247,100000.0
248,100000.0
249,100000.0
250,100000.0
251,100000.0
252,100000.0
253,100000.0
254,100000.0
255,100000.0
256,100000.0
257,100000.0
258,100000.0
259,100000.0
260,100000.0
261,100000.0
262,100000.0
263,100000.0
264,100000.0
265,100000.0
266,100000.0
267,100000.0
268,100000.0
269,100000.0
270,100000.0
271,100000.0
272,100000.0
273,100000.0
274,100000.0
275,100000.0
276,100000.0
277,100000.0
278,100000.0
279,100000.0
280,100000.0
281,100000.0
282,100000.0
283,100000.0
284,100000.0
285,100000.0
286,100000.0
287,100000.0
288,100000.0
289,100000.0
290,100000.0
291,100000.0
292,100000.0
293,100000.0
294,100000.0
295,100000.0
296,100000.0
297,100000.0
298,100000.0
299,100000.0
300,100000.0
301,100000.0
302,100000.0
303,100000.0
304,100000.0
305,100000.0
306,100000.0
307,100000.0
308,100000.0
309,100000.0
310,100000.0
311,100000.0
312,100000.0
313,100000.0
314,100000.0
315,100000.0
316,100000.0
317,100000.0
318,100000.0
319,100000.0
320,100000.0
321,100000.0
322,100000.0
323,100000.0
324,100000.0
325,100000.0
326,100000.0
327,100000.0
328,100000.0
329,100000.0
330,100000.0
331,100000.0
332,100000.0
333,100000.0
334,100000.0
335,100000.0
336,100000.0
337,100000.0
338,100000.0
339,100000.0
340,100000.0
341,100000.0
342,100000.0
343,100000.0
344,100000.0
345,100000.0
346,100000.0
347,100000.0
348,100000.0
349,100000.0
350,100000.0
351,100000.0
352,100000.0
353,100000.0
354,100000.0
355,100000.0
356,100000.0
357,100000.0
358,100000.0
359,100000.0
360,100000.0
361,100000.0
362,100000.0
363,100000.0
364,100000.0
365,100000.0
366,100000.0
367,100000.0
368,100000.0
369,100000.0
370,100000.0
371,100000.0
372,100000.0
373,100000.0
374,100000.0
375,100000.0
376,100000.0
377,100000.0
378,100000.0
379,100000.0
380,100000.0
381,100000.0
382,100000.0
383,100000.0
384,100000.0
385,100000.0
386,100000.0
387,100000.0
388,100000.0
389,100000.0
390,100000.0
391,100000.0
392,100000.0
393,100000.0
394,100000.0
395,100000.0
396,100000.0
397,100000.0
398,100000.0
399,100000.0
400,100000.0
401,100000.0
402,100000.0
403,100000.0
404,100000.0
405,100000.0
406,100000.0
407,100000.0
408,100000.0
409,100000.0
410,100000.0
411,100000.0
412,100000.0
413,100000.0
414,100000.0
415,100000.0
416,100000.0
417,100000.0
418,100000.0
419,100000.0
420,100000.0
421,100000.0
422,100000.0
423,100000.0
424,100000.0
425,100000.0
426,100000.0
427,100000.0
428,100000.0
429,100000.0
430,100000.0
431,100000.0
432,100000.0
433,100000.0
434,100000.0
435,100000.0
436,100000.0
437,100000.0
438,100000.0
439,100000.0
440,100000.0
441,100000.0
442,100000.0
443,100000.0
444,100000.0
445,100000.0
446,100000.0
447,100000.0
448,100000.0
449,100000.0
450,100000.0
451,100000.0
452,100000.0
453,100000.0
454,100000.0
455,100000.0
456,100000.0
457,100000.0
458,100000.0
459,100000.0
460,100000.0
461,100000.0
462,100000.0
463,100000.0
464,100000.0
465,100000.0
466,100000.0
467,100000.0
468,100000.0
469,100000.0
470,100000.0
471,100000.0
472,100000.0
473,100000.0
474,100000.0
475,100000.0
476,100000.0
477,100000.0
478,100000.0
479,100000.0
480,100000.0
481,100000.0
482,100000.0
483,100000.0
484,100000.0
485,100000.0
486,100000.0
487,100000.0
488,100000.0
489,100000.0
490,100000.0
491,100000.0
492,100000.0
493,100000.0
494,100000.0
495,100000.0
496,100000.0
497,100000.0
498,100000.0
499,100000.0
500,100000.0
501,100000.0
502,100000.0
503,100000.0
504,100000.0
505,100000.0
506,100000.0
507,100000.0
508,100000.0
509,100000.0
510,100000.0
511,100000.0
512,100000.0
513,100000.0
514,100000.0
515,100000.0
516,100000.0
517,100000.0
518,100000.0
519,100000.0
520,100000.0
521,100000.0
522,100000.0
523,100000.0
524,100000.0
525,100000.0
526,100000.0
527,100000.0
528,100000.0
529,100000.0
530,100000.0
531,100000.0
532,100000.0
533,100000.0
534,100000.0
535,100000.0
536,100000.0
537,100000.0
538,100000.0
539,100000.0
540,100000.0
541,100000.0
542,100000.0
543,100000.0
544,100000.0
545,100000.0
546,100000.0
547,100000.0
548,100000.0
549,100000.0
550,100000.0
551,100000.0
552,100000.0
553,100000.0
554,100000.0
555,100000.0
556,100000.0
557,100000.0
558,100000.0
559,100000.0
560,100000.0
561,100000.0
562,100000.0
563,100000.0
564,100000.0
565,100000.0
566,100000.0
567,100000.0
568,100000.0
569,100000.0
570,100000.0
571,100000.0
572,100000.0
573,100000.0
574,100000.0
575,100000.0
576,100000.0
577,100000.0
578,100000.0
579,100000.0
580,100000.0
581,100000.0
582,100000.0
583,100000.0
584,100000.0
585,100000.0
586,100000.0
587,100000.0
588,100000.0
589,100000.0
590,100000.0
591,100000.0
592,100000.0
593,100000.0
594,100000.0
595,100000.0
596,100000.0
597,100000.0
598,100000.0
599,100000.0
600,100000.0
601,100000.0
602,100000.0
603,100000.0
604,100000.0
605,100000.0
606,100000.0
607,100000.0
608,100000.0
609,100000.0
610,100000.0
611,100000.0
612,100000.0
613,100000.0
614,100000.0
615,100000.0
616,100000.0
617,100000.0
618,100000.0
619,100000.0
620,100000.0
621,100000.0
622,100000.0
623,100000.0
624,100000.0
625,100000.0
626,100000.0
627,100000.0
628,100000.0
629,100000.0
630,100000.0
631,100000.0
632,100000.0
633,100000.0
634,100000.0
635,100000.0
636,100000.0
637,100000.0
638,100000.0
639,100000.0
640,100000.0
641,100000.0
642,100000.0
643,100000.0
644,100000.0
645,100000.0
646,100000.0
647,100000.0
648,100000.0
649,100000.0
650,100000.0
651,100000.0
652,100000.0
653,100000.0
654,100000.0
655,100000.0
656,100000.0
657,100000.0
658,100000.0
659,100000.0
660,100000.0
661,100000.0
662,100000.0
663,100000.0
664,100000.0
665,100000.0
666,100000.0
667,100000.0
668,100000.0
669,100000.0
670,100000.0
671,100000.0
672,100000.0
673,100000.0
674,100000.0
675,100000.0
676,100000.0
677,100000.0
678,100000.0
679,100000.0
680,100000.0
681,100000.0
682,100000.0
683,100000.0
684,100000.0
685,100000.0
686,100000.0
687,100000.0
688,100000.0
689,100000.0
690,100000.0
691,100000.0
692,100000.0
693,100000.0
694,100000.0
695,100000.0
696,100000.0
697,100000.0
698,100000.0
699,100000.0
700,99999.97045135555
701,99999.97045135555
702,99999.97045135555
703,99999.97045135555
704,99999.67093983291
705,99999.67093983291
706,99999.67093983291
707,99999.67093983291
708,99999.67093983291
709,99999.67093983291
710,99999.67093983291
711,99999.67093983291
712,99999.67093983291
713,99999.67093983291
714,99999.67093983291
715,99999.67093983291
716,99999.67093983291
717,99999.67093983291
718,99999.67093983291
719,99999.67093983291
720,99999.67093983291
721,99999.67093983291
722,99999.67093983291
723,99999.67093983291
724,99999.67093983291
725,99999.67093983291
726,99999.67093983291
727,99999.67093983291
728,99999.67093983291
729,99999.67093983291
730,99999.67093983291
731,99999.67093983291
732,99999.67093983291
733,99999.67093983291
734,99999.67093983291
735,99999.67093983291
736,99999.67093983291
737,99999.67093983291
738,99999.67093983291
739,99999.67093983291
740,99999.67093983291
741,99999.67093983291
742,99999.67093983291
743,99999.67093983291
744,99999.67093983291
745,99999.67093983291
746,99999.67093983291
747,99999.67093983291
748,99999.67093983291
749,99999.67093983291
750,99999.67093983291
751,99999.67093983291
752,99999.67093983291
753,99999.67093983291
754,99999.67093983291
755,99999.67093983291
756,99999.67093983291
757,99999.67093983291
758,99999.67093983291
759,99999.67093983291
760,99999.67093983291
761,99999.67093983291
762,99999.67093983291
763,99999.67093983291
764,99999.67093983291
765,99999.67093983291
766,99999.67093983291
767,99999.67093983291
768,99999.67093983291
769,99999.67093983291
770,99999.67093983291
771,99999.67093983291
772,99999.67093983291
773,99999.67093983291
774,99999.67093983291
775,99999.67093983291
776,99999.67093983291
777,99999.67093983291
778,99999.67093983291
779,99999.67093983291
780,99999.67093983291
781,99999.67093983291
782,99999.67093983291
783,99999.67093983291
784,99999.67093983291
785,99999.67093983291
786,99999.67093983291
787,99999.67093983291
788,99999.67093983291
789,99999.67093983291
790,99999.67093983291
791,99999.67093983291
792,99999.67093983291
793,99999.67093983291
794,99999.67093983291
795,99999.67093983291
796,99999.67093983291
797,99999.67093983291
798,99999.67093983291
799,99999.67093983291
800,99999.67093983291
801,99999.67093983291
802,99999.67093983291
803,99999.67093983291
804,99999.67093983291
805,99999.67093983291
806,99999.67093983291
807,99999.67093983291
808,99999.67093983291
809,99999.67093983291
810,99999.67093983291
811,99999.67093983291
812,99999.67093983291
813,99999.67093983291
814,99999.67093983291
815,99999.67093983291
816,99999.67093983291
817,99999.67093983291
818,99999.67093983291
819,99999.67093983291
820,99999.67093983291
821,99999.67093983291
822,99999.67093983291
823,99999.67093983291
824,99999.67093983291
825,99999.67093983291
826,99999.67093983291
827,99999.67093983291
828,99999.67093983291
829,99999.67093983291
830,99999.67093983291
831,99999.67093983291
832,99999.67093983291
833,99999.67093983291
834,99999.67093983291
835,99999.67093983291
836,99999.67093983291
837,99999.67093983291
838,99999.67093983291
839,99999.67093983291
840,99999.67093983291
841,99999.67093983291
842,99999.67093983291
843,99999.67093983291
844,99999.67093983291
845,99999.67093983291
846,99999.67093983291
847,99999.67093983291
848,99999.67093983291
849,99999.67093983291
850,99999.67093983291
851,99999.67093983291
852,99999.67093983291
853,99999.67093983291
854,99999.67093983291
855,99999.67093983291
856,99999.67093983291
857,99999.67093983291
858,99999.67093983291
859,99999.67093983291
860,99999.67093983291
861,99999.67093983291
862,99999.67093983291
863,99999.67093983291
864,99999.67093983291
865,99999.67093983291
866,99999.67093983291
867,99999.67093983291
868,99999.67093983291
869,99999.67093983291
870,99999.67093983291
871,99999.67093983291
872,99999.67093983291
873,99999.67093983291
874,99999.67093983291
875,99999.67093983291
876,99999.67093983291
877,99999.67093983291
878,99999.67093983291
879,99999.67093983291
880,99999.67093983291
881,99999.67093983291
882,99999.67093983291
883,99999.67093983291
884,99999.67093983291
885,99999.67093983291
886,99999.67093983291
887,99999.67093983291
888,99999.67093983291
889,99999.67093983291
890,99999.67093983291
891,99999.67093983291
892,99999.67093983291
893,99999.67093983291
894,99999.67093983291
895,99999.67093983291
896,99999.67093983291
897,99999.67093983291
898,99999.67093983291
899,99999.67093983291
900,99999.67093983291
901,99999.67093983291
902,99999.67093983291
903,99999.67093983291
904,99999.67093983291
905,99999.67093983291
906,99999.67093983291
907,99999.67093983291
908,99999.67093983291
909,99999.67093983291
910,99999.67093983291
911,99999.67093983291
912,99999.67093983291
913,99999.67093983291
914,99999.67093983291
915,99999.67093983291
916,99999.67093983291
917,99999.67093983291
918,99999.67093983291
919,99999.67093983291
920,99999.67093983291
921,99999.59290349053
922,99998.8201484387
923,99998.8201484387
924,99998.8201484387
925,99998.8201484387
926,99998.8201484387
927,99998.8201484387
928,99998.8201484387
929,99998.8201484387
930,99998.8201484387
931,99998.8201484387
932,99998.8201484387
933,99998.8201484387
934,99998.8201484387
935,99998.8201484387
936,99998.8201484387
937,99998.8201484387
938,99998.8201484387
939,99998.8201484387
940,99998.8201484387
941,99998.8201484387
942,99998.8201484387
943,99998.8201484387
944,99998.8201484387
945,99998.8201484387
946,99998.8201484387
947,99998.8201484387
948,99998.8201484387
949,99998.8201484387
950,99998.8201484387
951,99998.8201484387
952,99998.8201484387
953,99998.8201484387
954,99998.8201484387
955,99998.8201484387
956,99998.8201484387
957,99998.8201484387
958,99998.8201484387
959,99998.8201484387
960,99998.8201484387
961,99998.8201484387
962,99998.8201484387
963,99998.8201484387
964,99998.8201484387
965,99998.8201484387
966,99998.8201484387
967,99998.8201484387
968,99998.8201484387
969,99998.8201484387
970,99998.8201484387
971,99998.8201484387
972,99998.8201484387
973,99998.8201484387
974,99998.8201484387
975,99998.8201484387
976,99998.8201484387
977,99998.8201484387
978,99998.8201484387
979,99998.8201484387
980,99998.8201484387
981,99998.8201484387
982,99998.8201484387
983,99998.8201484387
984,99998.8201484387
985,99998.8201484387
986,99998.8201484387
987,99998.8201484387
988,99998.8201484387
989,99998.8201484387
990,99998.8201484387
991,99998.8201484387
992,99998.8201484387
993,99998.8201484387
994,99998.8201484387
995,99998.8201484387
996,99998.8201484387
997,99998.8201484387
998,99998.8201484387
999,99998.8201484387
1000,99998.8201484387
1001,99998.8201484387
1002,99998.8201484387
1003,99998.8201484387
1004,99998.8201484387
1005,99998.8201484387
1006,99998.8201484387
1007,99998.8201484387
1008,99998.8201484387
1009,99998.8201484387
1010,99998.8201484387
1011,99998.8201484387
1012,99998.8201484387
1013,99998.8201484387
1014,99998.8201484387
1015,99998.8201484387
1016,99998.8201484387
1017,99998.8201484387
1018,99998.8201484387
1019,99998.8201484387
1020,99998.8201484387
1021,99998.8201484387
1022,99998.8201484387
1023,99998.8201484387
1024,99998.8201484387
1025,99998.8201484387
1026,99998.8201484387
1027,99998.8201484387
1028,99998.8201484387
1029,99998.8201484387
1030,99998.8201484387
1031,99998.8201484387
1032,99998.8201484387
1033,99998.8201484387
1034,99998.8201484387
1035,99998.8201484387
1036,99998.8201484387
1037,99998.8201484387
1038,99998.8201484387
1039,99998.8201484387
1040,99998.8201484387
1041,99998.8201484387
1042,99998.8201484387
1043,99998.8201484387
1044,99998.8201484387
1045,99998.8201484387
1046,99998.8201484387
1047,99998.8201484387
1048,99998.8201484387
1049,99998.8201484387
1050,99998.8201484387
1051,99998.8201484387
1052,99998.8201484387
1053,99998.8201484387
1054,99998.8201484387
1055,99998.8201484387
1056,99998.8201484387
1057,99998.8201484387
1058,99998.8201484387
1059,99998.8201484387
1060,99998.8201484387
1061,99998.8201484387
1062,99998.8201484387
1063,99998.8201484387
1064,99998.8201484387
1065,99998.8201484387
1066,99998.8201484387
1067,99998.8201484387
1068,99998.8201484387
1069,99998.8201484387
1070,99998.8201484387
1071,99998.8201484387
1072,99998.8201484387
1073,99998.8201484387
1074,99998.8201484387
1075,99998.8201484387
1076,99998.8201484387
1077,99998.8201484387
1078,99998.8201484387
1079,99998.8201484387
1080,99998.8201484387
1081,99998.8201484387
1082,99998.8201484387
1083,99998.8201484387
1084,99998.8201484387
1085,99998.8201484387
1086,99998.8201484387
1087,99998.8201484387
1088,99998.8201484387
1089,99998.8201484387
1090,99998.8201484387
1091,99998.8201484387
1092,99998.8201484387
1093,99998.8201484387
1094,99998.8201484387
1095,99998.8201484387
1096,99998.8201484387
1097,99998.8201484387
1098,99998.8201484387
1099,99998.8201484387
1100,99998.8201484387
1101,99998.8201484387
1102,99998.8201484387
1103,99998.8201484387
1104,99998.8201484387
1105,99998.8201484387
1106,99998.8201484387
1107,99998.8201484387
1108,99998.8201484387
1109,99998.8201484387
1110,99998.8201484387
1111,99998.8201484387
1112,99998.8201484387
1113,99998.8201484387
1114,99998.8201484387
1115,99998.8201484387
1116,99998.8201484387
1117,99998.8201484387
1118,99998.8201484387
1119,99998.8201484387
1120,99998.8201484387
1121,99998.8201484387
1122,99998.8201484387
1123,99998.8201484387
1124,99998.8201484387
1125,99998.8201484387
1126,99998.8201484387
1127,99998.8201484387
1128,99998.8201484387
1129,99998.8201484387
1130,99998.8201484387
1131,99998.8201484387
1132,99998.8201484387
1133,99998.8201484387
1134,99998.8201484387
1135,99998.8201484387
1136,99998.8201484387
1137,99998.8201484387
1138,99998.8201484387
1139,99998.8201484387
1140,99998.8201484387
1141,99998.8201484387
1142,99998.8201484387
1143,99998.8201484387
1144,99998.8201484387
1145,99998.8201484387
1146,99998.8201484387
1147,99998.8201484387
1148,99998.8201484387
1149,99998.8201484387
1150,99998.8201484387
1151,99998.8201484387
1152,99998.8201484387
1153,99998.8201484387
1154,99998.8201484387
1155,99998.8201484387
1156,99998.8201484387
1157,99998.8201484387
1158,99998.8201484387
1159,99998.8201484387
1160,99998.8201484387
1161,99998.8201484387
1162,99998.8201484387
1163,99998.8201484387
